,Dates,001702.OF,270028.OF,002980.OF,001410.OF,001018.OF,400032.OF,450004.OF,001000.OF,002340.OF,100026.OF,519133.OF,519003.OF,001869.OF,166009.SZ,001990.OF,450003.OF,519069.OF,001667.OF,110015.OF,200012.OF,166006.SZ,270007.OF,270005.OF,000339.OF,001694.OF,519714.OF,519002.OF,001445.OF,519171.OF
10,2016-9-27,1.0068774378977623,1.0045738045738046,0.9990039840637449,0.9906279287722587,0.9951456310679612,1.0064768422338994,1.0,1.00764192139738,1.011142061281337,0.9988532120243313,1.0090826521344232,0.9970149250808691,1.0052083333333333,0.9992082030167464,1.0048921906142418,1.000963392027308,0.9983702358501549,0.9968652037617555,0.9965938397158288,1.0061892130857648,1.002245695749813,0.9883742218967412,1.0064088150481212,1.0,0.991980753809142,0.993,1.0034436039290957,1.0042194092827004,0.9974811083123426
11,2016-9-28,0.993373432561933,1.0037251655629138,0.9990029910269194,1.0075685903500473,1.0048780487804878,0.9932005828071879,1.0054298632829295,0.9956663055254604,1.0027548209366393,0.9873708379231955,1.0054005400540054,0.9990019939260992,0.9870466321243524,0.9966321962042871,1.0,1.010587103240197,0.9914414309367786,0.9937106918238994,1.0045407939065476,0.9964850615114236,0.9999170124481328,0.9974993053626006,0.9984359296653504,1.0021111893033074,1.0064672594987873,1.0040281973816718,0.9925738396624472,0.9974789915966388,0.9949494949494949
12,2016-9-29,0.9994868637110016,0.9962886597938144,1.0,0.9990610328638498,0.9983818770226537,0.9990220048899756,1.0081008117596229,0.9923830250272034,1.0064102564102564,0.9983388694325873,0.9928379588182632,1.0029970032975604,1.0,1.0037369802019558,0.9951316263974035,1.0114285678488084,1.0057628075457496,1.0021097046413503,1.002284436667639,1.0114638447971782,0.9936094281683127,1.001021355617456,0.9956361195249783,1.0049157303370788,1.0048192771084337,1.0010030090270812,1.0057813297058322,0.9974726200505475,1.0038071065989849
13,2016-9-30,1.009343875141185,0.9991721854304637,0.998003992015968,0.9953007518796991,0.9943273905996759,1.0086882036221243,0.999107146110916,1.0032894736842106,1.0063694267515924,0.9957570715897046,1.0045085662759243,1.0019920330616492,1.0034995625546808,1.0021783903675539,1.0,1.0141242975608944,0.9922355527491289,1.0010526315789474,0.9983027011299161,1.005231037489102,1.0136151019044437,1.0025044058992671,1.0067430881573562,0.9972047519217331,0.9976019184652279,0.9889779559118237,1.0091293322062553,1.0059121621621623,1.0075853350189634
14,2016-10-10,1.0215666327568667,1.0062137531068764,1.001,0.9943342776203966,1.0016299918500406,1.0214727647701078,0.9874888254048034,1.0032786885245901,1.0090415913200723,0.9934831653626465,0.990125673249551,0.9900596421530099,1.0061028770706189,1.0019365292653046,1.0009965573473456,0.9962859761447785,1.0053503665118908,0.9936908517350158,0.9960167103856988,1.0,0.9874742480428512,1.000740192450037,1.0035722253567052,1.0,0.997596153846154,1.0121580547112463,1.0,0.9899244332493703,0.9974905897114178
15,2016-10-11,1.0020912168890659,0.9913544668587897,1.002997002997003,1.01329534662868,1.0024410089503661,1.0016627078384799,0.9963800911447137,0.9956427015250544,1.007168458781362,1.007821041842494,0.9963735267452403,0.9859437757075666,0.9965337954939342,0.9971205427579677,0.9970133043714362,0.9981360699839766,1.0,0.9989417989417989,0.9971712836519705,1.0008673026886383,0.9910706834682468,0.9890902366863907,0.9939933255177874,1.0014015416958655,1.008032128514056,1.003003003003003,1.0034064890824816,0.9974554707379134,1.0037735849056604
16,2016-10-12,0.9986087647818741,1.007890365448505,0.99800796812749,1.0,0.9975649350649352,0.998102916765473,1.0018165301010418,1.00109409190372,0.9991103202846974,0.996912549079196,1.0081892629663332,1.0122199574301052,0.9982608695652174,0.9987341271411054,0.9980936819172114,1.0,1.0045013363342243,0.9989406779661016,0.9959894355864228,1.001733102253033,1.0012630515325025,0.999252196672275,1.0039167422549007,1.0076976906927921,1.0,0.9970059880239521,0.9943788958147818,1.0008503401360545,0.9974937343358395
17,2016-10-13,1.0019902477858493,0.9967037494849609,1.0009980039920159,1.0018744142455482,0.9975589910496337,1.0021382751247327,1.0126926604015232,1.0043715846994536,0.9964381121994658,0.9995814851237727,0.9963898916967509,0.988933602502949,0.9782229965156796,1.000396086663762,1.0009095043201457,0.9915966355122147,0.9983662418895578,1.0,1.0120801414260459,1.0,1.007400555041628,1.0058933582787652,1.0012261727925549,0.9972222222222222,1.007171314741036,0.996996996996997,0.9959702244361114,1.0084961767204759,1.0
18,2016-10-14,0.9955308372231603,1.0066143034311699,0.9990029910269194,1.0159027128157156,1.00326264274062,0.9959696538643906,0.9919427020432399,1.0,0.999106344950849,0.995478145323735,1.0036231884057971,1.0,1.0026714158504006,1.006849586253316,1.0,1.0,1.0008182158219565,1.007423117709438,0.9891800097040272,1.0008650519031144,0.9976625761749729,0.9908862642983354,0.9969939886989018,1.0006963788300836,1.0063291139240507,1.0080321285140563,1.0062939027816802,0.9974726200505475,1.0075376884422111
19,2016-10-17,0.9896249002394254,1.0004106776180697,1.0,0.9917127071823203,0.9991869918699188,0.9892882646988813,0.9873646169761616,1.0076169749727966,0.9910554561717352,0.9952893677122866,0.9954873646209386,1.0030518822963042,0.9955595026642985,0.9949272512780181,1.005997273966379,1.0141242975608944,0.9694003877508116,1.0094736842105263,1.0011772207779468,1.003457216940363,1.0007530750564806,0.9998122946973252,0.9988833051369473,1.0048712595685456,0.9976415094339621,1.0,0.9926285810018429,0.9966216216216216,0.9900249376558603
20,2016-10-18,1.0112903225806453,0.9897372742200329,1.001996007984032,0.9832869080779945,1.0089503661513424,1.012752646775746,1.0091407725375008,1.0064794816414686,1.0144404332129964,1.0021129129559188,1.0,1.0060851932989097,0.9973238180196254,1.0030828820995217,1.0048776081654773,0.9962859761447785,0.9987229223392208,1.0010427528675705,0.9913771985693988,1.0060292850990524,0.9720735785953178,1.00018774054257,1.0072666293666857,0.9993074792243768,0.9905437352245863,1.00398406374502,1.0051758087201124,0.9627118644067796,1.0075566750629723
21,2016-10-19,0.9964114832535884,0.950228121111572,0.997011952191235,1.0037771482530689,1.0080645161290323,0.9945355191256832,1.0,1.0042918454935623,0.9955516014234874,0.9963734511244582,1.0045330915684498,0.9979838697678395,1.004025044722719,0.9966113716064463,1.0009887640449437,1.0055917992665708,0.9953676896352056,0.9958333333333333,0.9988633555720287,0.9965753424657534,1.00550490280406,0.994556546222431,1.0,0.9937629937629937,1.0007955449482897,1.005952380952381,0.9795153075502323,1.0088028169014085,0.9975
22,2016-10-20,1.0049019607843137,1.0021824530772587,1.002997002997003,1.0009407337723426,1.0008,1.0065695174390825,0.9918478244324714,0.9935897435897436,1.002680965147453,1.008125952052118,0.9954873646209386,1.0020202032249574,1.0040089086859687,1.0009884157672082,0.9970366379310346,1.0055607049208724,0.9957581927477215,1.002092050209205,1.0069265782703345,0.9974226804123713,0.9909324208725406,1.0035859205435498,1.0001109870832918,0.99860529986053,1.0031796502384738,0.9980276134122288,0.9953145534540884,0.9938917975567191,1.0012531328320802
23,2016-10-21,0.9920358387257343,0.9891114982578397,1.00199203187251,0.9906015037593985,0.9912070343725021,0.9912187017918596,1.0091324184442065,1.0043010752688173,0.999108734402852,0.9998320732036171,1.014505893019039,0.9798387097016598,0.99698314108252,1.0077415277668063,1.0039628929118256,1.0027649795170392,1.0029940848567465,0.9979123173277662,0.9937106918238994,1.004306632213609,0.9949930939226519,0.9991537376586743,1.0074353571801051,1.005586592178771,0.9912836767036449,0.9911067193675888,1.0040760089557381,1.0079016681299384,1.0062578222778473
24,2016-10-24,1.0083291520321123,1.0004403346543373,1.0,0.9981024667931688,1.0040322580645162,1.0088590925416017,0.9981900455723569,1.0032119914346895,1.0053523639607493,1.0022673827906592,1.0,1.0102880658309972,1.0069419722321111,0.992984243944501,0.9980263748093657,0.9954044075239993,1.0,0.9905857740585774,1.0121143196202531,1.0034305317324186,1.0057261842790213,0.9966120835686053,0.9987882797834626,0.9944444444444445,0.9920063948840929,1.0009970089730809,0.9977129788450543,1.0087108013937283,0.9987562189054726
25,2016-10-25,1.0055732484076434,1.0088028169014085,1.0019880715705765,0.9904942965779467,0.9951807228915662,1.0064079743681025,0.9800544006701065,0.991462113127001,0.9973380656610471,1.0082949317047452,1.0062555853440571,1.0010183290267356,0.9970832596782748,1.0096704164199723,0.9941573033707866,0.9879963091280526,0.9940539753421999,0.9894403379091871,0.9971664468220236,1.0025641025641026,0.9987060041407867,0.9992445703493863,0.9951472371171942,0.9993016759776537,0.9838839645447219,0.997011952191235,0.9982234957020056,1.0,1.0
26,2016-10-26,0.9925771971496437,0.9973821989528797,1.0009920634920635,0.9702495201535507,0.9887005649717514,0.9931611838226625,0.9972247891612275,0.9913885898815931,0.99644128113879,1.0083928863901928,1.005328596802842,1.0,0.9900718021451999,0.9978889757623144,0.9950271247739602,1.008411213484543,1.0076906174467148,0.9903948772678762,0.9965704767037381,0.9982949701619779,0.996804007946791,1.000945000945001,1.0015515896661877,1.004891684136967,0.9664209664209663,0.9880119880119881,0.9976462483495034,0.9965457685664939,0.9975093399750934
27,2016-10-27,1.0006979758699772,0.994313210848644,0.998017839444995,1.0079129574678536,0.9918367346938776,1.0005936127270567,0.9907235638217955,0.991313789359392,1.000892857142857,0.9948084052686265,1.0017667844522968,1.0,1.0019697376667562,0.997649455457181,0.9911858246251704,0.9851714550722132,0.9987158986286766,0.9644396551724138,1.0057519296003146,1.0111016225448335,1.0025129982668979,0.9990558912386708,0.9978975329398604,1.0069541029207232,1.0127118644067798,0.9919110212335692,0.997698239152952,1.0069324090121317,0.9975031210986267
28,2016-10-28,0.9955161418891988,1.007479102507699,1.0,0.9901864573110893,0.9917695473251029,0.9951352634076887,1.0056179765074447,0.9934282584884995,0.9955396966993757,1.0058813793507662,1.0,1.0040691753839601,1.000982932713788,1.00369119610461,0.979006233956729,0.9971778007225932,0.9940806870284564,1.0022346368715085,1.0034216443445108,0.9957770270270271,1.000691503154983,1.001039501039501,0.9955644274297348,0.9965469613259669,0.994979079497908,0.9959225280326198,1.0081901026646671,1.0008605851979346,1.0075093867334168
29,2016-10-31,0.9938945050545491,1.0004366812227075,1.0009930486593843,0.9900891972249753,0.9800829875518672,0.9955884106355073,0.9906890147175038,1.0055126791620728,0.9991039426523296,0.9985176641783842,0.9991181657848326,0.9868287737567332,0.9980360649883949,0.9985915492957746,1.006180353965727,0.9971698087061582,1.0051004221880568,0.9977703455964325,0.9960054559625877,0.9957591178965224,0.9909302928219746,1.0,0.9916462461411039,0.9965349965349964,0.9966358284272497,0.9918116683725691,1.0012013729977116,0.997420464316423,0.9925465838509316
30,2016-11-1,1.008761329305136,0.9851593190746399,1.0029761904761905,1.014014014014014,1.010160880609653,1.0106586826347306,0.9924811978658507,1.0054824561403508,1.010762331838565,1.0018144327454008,1.0,1.012320329774184,0.9980322003577816,0.9986679203886538,0.9979525360632853,1.0075685926829179,1.000849803331229,0.9977653631284916,0.9965763474518242,1.0034071550255537,1.0010460251046025,0.9999055980364392,0.9913512292510651,0.9728789986091795,1.0168776371308017,1.0103199174406605,1.0011427918404663,1.0,0.9937421777221527
31,2016-11-2,0.9888190076869322,1.0146211785556047,0.9980217606330366,1.0078973346495559,1.0,0.987913259864913,0.9346590926428325,0.9967284623773174,0.9946761313220941,0.9995883759591396,1.0035304501323918,1.003042596649455,1.0029575192686861,0.9935268732836408,0.9979483353539121,1.0,0.9970403435142282,1.0145576707726764,1.005153121319199,1.0084889643463497,0.9998258446534308,1.0031155589123868,0.9865171081699582,1.0028591851322373,1.0141078838174273,1.0051072522982636,0.9976599509160436,1.0025862068965519,1.0050377833753148
32,2016-11-3,1.0047450782433114,1.0034934497816594,0.9990089197224976,0.9951028403525956,0.9924559932942162,1.0058774139378674,0.9989868324658874,1.0087527352297594,1.0035682426404995,0.9972821614596048,0.9973614775725592,0.9969666326638387,1.0,0.9984995064165844,1.0093449210354173,0.9971830959883637,1.0025548066862942,1.0077262693156732,1.007421512621454,0.9949494949494949,0.9955582651106079,1.0055529411764705,1.0033306531906752,0.9971489665003563,0.9942716857610475,0.9949186991869918,0.9970823798627002,0.9991401547721409,1.0
33,2016-11-4,0.9958802250803859,0.9969538729329852,1.0049603174603174,1.0059055118110236,1.0092905405405406,0.9955878845695206,0.9888438119119738,1.009761388286334,0.9946666666666667,0.9991741684331732,0.9991181657848326,1.001014197875116,1.0040210883745866,1.005892355755922,1.0055550411998888,0.961393598464601,1.0042228909814581,0.9956188389923329,1.0011147191392429,0.9983079526226735,0.9990377044877963,1.0015911643579185,0.9959935906344416,1.002144388849178,1.005761316872428,1.0112359550561798,0.9924264157438752,0.9982788296041308,0.9949874686716792
34,2016-11-7,0.9994955100393502,0.9995635093845483,0.9990128331688056,1.009784735812133,1.005857740585774,0.9994011258833394,1.00615384503855,1.0032223415682062,1.0,1.0013224229877782,1.001765225066196,1.0030395139808341,1.0099679601281595,0.9992923415631387,0.9986189117024215,1.0009794328356556,1.0,1.0044004400440043,0.9994674670797831,0.9796610169491525,1.004290718038529,0.996262031585833,0.9970118377338135,1.0057061340941513,1.0090016366612111,1.001010101010101,0.9964733768861652,1.0,0.9987405541561712
35,2016-11-8,1.0040379567938622,1.0061135371179037,0.9980237154150198,0.9970930232558138,0.9975041597337772,1.0046740172579098,1.0122324136987506,1.0010706638115632,1.0071492403932083,1.002063556426256,1.0026431718061672,0.9939393933370163,0.9980613323933732,0.9983869698638761,1.0026737967914439,0.9951076324111843,1.0042293005945189,1.0065717415115005,1.0011140712036815,1.0069204152249136,0.999912808440143,1.0004689991558016,1.0089913544245728,1.001418439716312,0.9951338199513382,1.002018163471241,1.0035391042005106,1.0,0.9987389659520807
36,2016-11-9,0.9909511361351296,1.0,0.9990099009900989,1.012633624878523,1.0033361134278564,0.9906954550876774,0.9919436066702951,1.0085561497326203,0.9893522626441881,0.9990939045694778,0.9903339191564149,0.9969512192073221,0.9930248984637118,1.0029160263230485,1.0034942528735633,0.9960668645524138,1.0071474983755684,0.9967355821545157,1.0005806077027288,0.9965635738831615,1.0034007673526335,1.000843802737671,1.0027419166072542,0.9985835694050992,1.0097799511002445,1.0050352467270895,0.991790483898942,1.0034482758620689,0.9848484848484849
37,2016-11-10,1.0112621753246753,0.9952256944444445,1.0009910802775026,1.0,1.0083125519534497,1.0116797110174593,1.0010152317618306,0.9936373276776247,1.0098654708520178,1.011047902843587,0.9840283939662822,0.9969418957177241,1.004979105539255,1.000314329495894,0.998625492531843,1.0019743306019422,1.0012664277180405,1.0087336244541485,1.0050773694390716,1.0025862068965519,1.0125141218388807,0.9960655737704919,1.001139341746356,1.0056737588652482,1.002421307506053,1.003006012024048,1.0011658408627222,1.0085910652920962,0.9948717948717949
38,2016-11-11,1.007725494130631,1.0183166157871784,0.994059405940594,1.0095969289827256,0.9967023907666941,1.007022137586289,1.0060851915858353,1.0042689434364993,0.9964476021314389,0.9902960125059573,1.012623985572588,1.0,0.999026807042378,0.9984288463804548,1.005413837401358,1.0,0.9933179008662866,1.0,0.9937936011546787,1.004299226139295,0.9984550682344863,0.9965202670930124,1.0043245710940945,0.9978843441466856,1.007246376811594,0.9990009990009991,1.0053566229985442,1.0008517887563886,1.0012886597938144
39,2016-11-14,1.0027877339705298,0.9970021413276231,0.997011952191235,1.0038022813688212,1.0074441687344913,1.001772840089824,0.9979838713339163,1.0,1.0,1.002552699883985,0.9866429207479965,1.0030674849712022,0.9940665958200496,0.9952004406152878,0.9989048097106874,0.9960591145246525,1.0067270499483458,1.0054112554112553,1.0056642137877616,0.9991438356164385,0.9933808991661652,0.9930162325405812,1.0026062325700025,0.9915194346289753,1.0047961630695443,1.004,1.0070655006660103,0.9948936170212765,1.0115830115830116
40,2016-11-15,1.006354249404289,0.9884020618556703,1.000999000999001,0.9952651515151514,1.0024630541871922,1.0062529495044832,0.9909090890637435,1.0031880977683316,1.0035650623885917,1.005831623121544,1.0,1.0132517842100215,0.990022271714922,1.0058504961062578,1.0035632708999542,1.0069238392940427,0.9987351740925471,1.0096878363832076,0.9865209647138112,0.9957155098543272,0.9993942540671513,0.9997148831020719,0.9997739597859532,1.006414825374198,1.0015910898965792,1.0,0.9941342227845189,0.998289136013687,0.9936386768447837
41,2016-11-16,1.003058405682715,1.0004345936549326,1.0029940119760479,1.0142721217887727,1.0049140049140048,1.0030484230273187,1.0030581069565925,1.0052966101694916,1.0026642984014211,1.0019598221484043,1.0036101083032491,0.9989939646820231,0.9949608566543687,0.9904106897229317,1.004278951201748,1.0029469526753363,0.9908243727598568,0.9957356076759063,0.9954130678768358,1.0017211703958693,1.001125638583427,1.0051335678296414,1.005652271752537,1.0007082152974505,1.005559968228753,1.002988047808765,0.9994215306299532,1.0008568980291344,1.002560819462228
42,2016-11-17,0.9912461886495526,0.9978279756733276,0.9970149253731344,1.0075046904315197,1.0032599837000815,0.991466978375219,0.995934953051625,1.006322444678609,1.0008857395925597,0.9998370020369511,1.008093525179856,0.9909365549931235,0.9888758252690604,0.995436689020277,0.9987308494243495,0.9911851141671032,0.9953697004774995,1.007494646680942,0.9994117358694055,1.0008591065292096,0.9931672720982531,1.0024590939184717,0.9988758989990972,0.9978768577494691,1.0015797788309637,1.0009930486593843,0.9693812583203103,0.9948630136986302,0.9565772669220944
43,2016-11-18,0.9922603691208572,0.9943404440574661,0.9990019960079839,0.9972067039106144,0.9975629569455726,0.9945767507663288,0.994897963621098,1.0031413612565445,0.9982300884955753,0.9897293769128755,0.9982158786797503,1.0060975615853558,1.0030181086519114,1.0009567089213107,1.0040845965326315,1.002964424728507,0.9957600426418568,0.995749202975558,1.0051993917692648,0.9914163090128755,0.9912043890969259,0.9952825738277195,1.0067521942906588,0.999290780141844,0.9936908517350158,0.9990079365079364,1.0084786243133508,0.9939759036144579,1.0026702269692924
44,2016-11-21,0.9979,0.9877408056042032,0.9760239760239761,1.0056022408963585,1.00814332247557,0.9991702228544334,0.9948717922475686,1.0083507306889352,1.00354609929078,0.9729863289646912,1.002680965147453,1.0,1.0,1.0103146156909597,1.0007231965286565,0.9990147774130044,0.9898051047470742,0.9925293489861259,0.998292099741375,1.0034632034632034,0.9925320681778245,1.0051189686226183,1.0039123640487333,1.0028388928317955,1.0007936507936508,1.0139026812313803,0.9855535820011841,0.9835497835497834,0.9893475366178429
45,2016-11-22,1.0092193606573805,0.9827127659574469,1.0040941658137155,0.9888579387186629,1.0024232633279484,1.0103215090758098,1.0010309312228876,0.9875776397515528,1.0070671378091873,1.011596411251136,0.9759358288770053,0.9919191931239474,1.0,0.9959793448697228,0.9946702800361337,0.9970414222540274,1.006440511307768,1.0032258064516129,0.9982402971942517,1.0025884383088868,0.993006993006993,1.0037725172121097,0.9996659617598512,1.0,0.9873116574147504,1.000979431929481,0.9981977652288837,0.9753521126760565,1.002691790040377
46,2016-11-23,0.9946380697050937,0.9742895805142084,0.9949031600407747,1.0112676056338028,0.9927477840451248,0.9931892907468295,1.0,1.0062893081761006,0.9973684210526317,0.9917161735637522,1.0118721461187217,0.990835029650102,1.0092094465213823,1.001226896742787,1.001816365452729,0.9980217588040122,1.009379121684334,0.9957127545551983,0.9645480364312997,1.0017211703958693,1.005170262078802,1.002724795640327,1.0005569170469997,1.0021231422505308,1.004016064257028,0.9970645792563599,1.0067404910929225,1.0,1.0120805369127517
47,2016-11-24,0.9868224019167415,1.011111111111111,1.0010245901639345,1.0092850510677809,1.0105519480519483,0.986403405060298,1.0051493260816582,0.990625,1.0017590149516271,1.0024468446177317,1.000902527075812,0.9907502560207885,1.0040657752078062,0.9765989406277177,0.9961925482730487,1.002973243586931,0.9957653777283066,1.0021528525296017,1.0064981216367144,0.9982817869415808,1.0081589216034055,0.9994377811094454,1.002003783212848,1.0098870056497176,1.0088,1.0068694798822375,1.001793400286944,0.9945848375451264,0.9973474801061007
48,2016-11-25,1.0023267577137076,0.9940476190476188,1.0051177072671442,1.0055197792088317,0.9903614457831326,1.0041951336449717,1.0112704933527659,1.0126182965299684,1.0070237050043898,1.0037033914713551,0.9990982867448153,0.9875518690680896,0.9969405201115812,1.0114951833562698,1.0055510055510055,1.0,1.0089183737940755,1.0107411385606873,0.9935438313325936,1.002581755593804,0.997097114707952,1.002437652353272,0.9921119881536848,1.0,1.005551149881047,0.9980506822612085,1.0005967299200382,0.999092558983666,0.9973404255319149
49,2016-11-28,0.9952563584981833,0.9972362966374944,1.0,1.008234217749314,1.013787510137875,0.9974934351873955,1.0,1.0072689511941848,0.998256320836966,0.9994129974531346,1.000902527075812,1.0063025184948184,1.0,0.9943977591036414,1.0056108597285067,1.0098814222777976,1.0067440628161282,1.0010626992561105,0.9940603106914407,1.0,1.008116453462726,0.9995323606434718,1.004815230398585,0.9944055944055944,0.9968454258675079,1.0146484375,1.009720896946565,1.0163487738419619,1.008
50,2016-11-29,0.9935097860257581,1.012471131639723,1.0,1.0009074410163339,1.0096,0.9949742730644968,0.9878419474654364,1.0041237113402062,1.0061135371179037,0.9983218670155044,1.0027051397655546,1.0083507325668286,1.0050546078165898,1.0007243460764588,1.0032397408207343,1.009784735177631,1.002512081917795,0.9978768577494692,1.0095500740513763,1.0060085836909871,1.0082261310930252,1.0021521474688875,0.9944277262357518,1.0035161744022505,1.004746835443038,1.0028873917228105,0.9910223849743074,1.0134048257372654,1.0
51,2016-11-30,1.0071450444013474,1.0091240875912408,1.0040733197556009,1.0,1.0047543581616483,1.0070956103427542,1.00615384503855,0.9928131416837782,0.9973958333333335,1.0045385769471467,0.9865107913669063,0.9937888192622671,1.0009878760664572,1.0062731220846068,0.9994617868675997,0.9970930253594413,1.0029114860511181,1.0031914893617022,1.0006070416835289,1.0093856655290103,0.9980904435378873,1.003921568627451,1.0088535257082594,0.9985984583041345,0.9968503937007874,1.0038387715930903,0.9884379283628346,0.9955908289241624,0.9920634920634921
52,2016-12-1,0.9959460829026047,1.0004520795660035,1.002028397565923,1.0054397098821397,1.0086750788643533,0.9961786481967997,0.9959225287670832,0.9989658738366081,1.0069625761531766,0.9964859449492254,1.0118505013673658,1.0083333320909293,1.0080746456127758,1.0012388107416879,1.002154011847065,0.9931972774402357,1.0045687091017252,0.9957582184517497,0.9952477249747219,1.000845308537616,1.0015653535090008,1.0001860119047619,1.0047767152701872,0.9936842105263157,1.0015797788309637,1.0,1.0030750678323785,1.008857395925598,1.0066666666666666
