,Dates,001702.OF,270028.OF,002980.OF,001410.OF,001018.OF,400032.OF,450004.OF,001000.OF,002340.OF,100026.OF,519133.OF,519003.OF,001869.OF,166009.SZ,001990.OF,450003.OF,519069.OF,001667.OF,110015.OF,200012.OF,166006.SZ,270007.OF,270005.OF,000339.OF,001694.OF,519714.OF,519002.OF,001445.OF,519171.OF
15,2016-10-10,1.003798480607757,0.9963084495488101,1.000399760143914,0.9520795660036165,0.9769475357710651,1.0036953152938368,0.9857270258591683,0.9693769799366418,1.0145454545454549,0.9854964366400852,1.0045537340619306,1.015290521411379,0.992261392949269,1.02614749453574,0.9788270729978739,1.0141776928604744,1.0090844570617459,0.9450000000000003,1.0173662796467198,1.0140721196130171,1.002593708165997,0.9953068924266126,0.9550621477582266,1.0207439198855506,0.9591679506933748,0.9832677165354331,1.0016781339150862,1.0225498699045967,1.0050568900126424
16,2016-10-11,1.0058976409436224,0.987694831829368,1.0033979612232664,0.9647377938517179,0.9793322734499204,1.0053641673620215,0.9821587838693656,0.9651531151003165,1.0218181818181822,0.9932040455066761,1.000910746812386,1.001019370120439,0.988822012037833,1.0231927467012059,0.9759036144578312,1.0122873366171705,1.0090844570617459,0.9440000000000003,1.0144884390195492,1.0149516270888306,0.9936412315930386,0.9844483298058343,0.9493254003263601,1.0221745350500713,0.9668721109399078,0.9862204724409449,1.0050903395424284,1.0199479618386817,1.0088495575221241
17,2016-10-12,1.0044982007197119,0.9954881050041013,1.0013991605036983,0.9647377938517179,0.9769475357710651,1.0034569078555249,0.9839429048642669,0.9662090813093979,1.0209090909090912,0.9901375767618302,1.0091074681238614,1.0132517842100215,0.9871023215821151,1.021897514773739,0.9740432317505315,1.0122873366171705,1.013626685592619,0.9430000000000003,1.010419767788032,1.0167106420404577,0.9948962516733599,0.9837121560688322,0.953043663235469,1.0300429184549353,0.9668721109399078,0.9832677165354331,0.9994406220283041,1.02081526452732,1.006321112515803
18,2016-10-13,1.006497401039584,0.9922067268252662,1.0023985608634822,0.9665461121157323,0.9745627980922097,1.0056025748003337,0.9964317580101973,0.9704329461457232,1.0172727272727276,0.9897231894564437,1.0054644808743167,1.0020387372013573,0.9656061908856406,1.0223022747510724,0.9749291282778173,1.003780717161207,1.0119706647740714,0.9430000000000003,1.0226257814825839,1.0167106420404577,1.002259036144578,0.9895095242477225,0.9542122594454451,1.027181688125894,0.9738058551617876,0.9803149606299213,0.9954131006320968,1.0294882914137036,1.006321112515803
19,2016-10-14,1.0019992003198719,0.9987694831829365,1.0013991605036983,0.9819168173598553,0.9777424483306835,1.0015496483490283,0.9884032104423309,0.9704329461457232,1.0163636363636368,0.9852478050239921,1.0091074681238614,1.0020387372013573,0.9681857265692175,1.029304622358941,0.9749291282778173,1.003780717161207,1.0127986751833453,0.9500000000000003,1.0115609804505308,1.0175901495162714,0.9999163319946449,0.9804913959694489,0.9513438866099055,1.0278969957081543,0.9799691833590142,0.9881889763779529,1.001678133915086,1.0268863833477884,1.0139064475347663
20,2016-10-17,0.9916033586565373,0.9991796554552907,1.0013991605036983,0.97377938517179,0.9769475357710651,0.9908213136249849,0.9759143572964005,0.9778247096092924,1.0072727272727275,0.9806066649022473,1.0045537340619306,1.005096841483633,0.9638865004299227,1.0240832186513396,0.9807760453579024,1.01795841469628,0.9818074284362432,0.9590000000000003,1.0127518110548774,1.0211081794195256,1.0006693440428376,0.9803073525351984,0.9502815257787317,1.032904148783977,0.9776579352850541,0.9881889763779529,0.9942943446887058,1.023417172593235,1.003792667509482
21,2016-10-18,1.002798880447821,0.9889253486464311,1.0033979612232666,0.9575045207956598,0.9856915739268678,1.0034569078555249,0.9848349684525282,0.9841605068637801,1.0218181818181822,0.9826786014291796,1.0045537340619306,1.0112130500481844,0.9613069647463459,1.0272403464745403,0.9855598866052447,1.0141776928604744,0.9805535841022002,0.9600000000000004,1.0040190532896693,1.0272647317502204,0.9727242302543504,0.9804913959694488,0.9571868694205743,1.0321888412017166,0.9684129429892143,0.9921259842519686,0.999440622028304,0.9852558542931482,1.0113780025284453
22,2016-10-19,0.9992003198720512,0.9397046759639045,1.000399760143914,0.9611211573236887,0.9936406995230522,0.9979735367743473,0.9848349684525282,0.9883843717001054,1.0172727272727276,0.9791148694521477,1.0091074681238614,1.009174312846827,0.9651762682717112,1.0237594106694727,0.9865343727852588,1.019848770939584,0.9760113555713272,0.9560000000000004,1.0028778406271706,1.0237467018469661,0.9780789825970546,0.975154136376185,0.9571868694205743,1.0257510729613732,0.9691833590138678,0.9980314960629922,0.9789673882642497,0.9939288811795316,1.0088495575221244
23,2016-10-20,1.0040983606557377,0.9417555373256763,1.0033979612232664,0.9620253164556961,0.9944356120826706,1.0045297413279293,0.9768064208846617,0.9820485744456176,1.0200000000000002,0.9870711099348315,1.0045537340619306,1.0112130500481842,0.9690455717970765,1.0247713106128062,0.9836109142452164,1.0255198490186934,0.9718713035249585,0.9580000000000004,1.0098243524858588,1.0211081794195256,0.9692101740294509,0.9786509616269439,0.9572931047993766,1.0243204577968525,0.972265023112481,0.9960629921259844,0.9743804888963468,0.9878577623590633,1.0101137800252848
24,2016-10-21,0.9961015593762496,0.9315012305168165,1.0053967619428346,0.9529837251356238,0.9856915739268679,0.9957086661103826,0.9857270258591682,0.9862724392819429,1.0190909090909093,0.986905354245538,1.019125683060109,0.9908256901926927,0.9661220980223559,1.0327046061685417,0.9875088589652731,1.0283553903955474,0.974781168677549,0.9560000000000004,1.003473255929344,1.0255057167985933,0.9643574297188752,0.9778227661728168,0.9644109209596118,1.0300429184549356,0.9637904468412944,0.9872047244094487,0.9783520724953848,0.9956634865568083,1.0164348925410875
25,2016-10-24,1.0043982407037184,0.931911402789171,1.0053967619428346,0.9511754068716093,0.9896661367249602,1.0045297413279293,0.9839429048642669,0.9894403379091868,1.0245454545454546,0.9891430464617638,1.019125683060109,1.0010193701204384,0.9728288907996561,1.025459402574273,0.9855598866052447,1.0236294881007908,0.974781168677549,0.9470000000000004,1.0156296516820482,1.0290237467018475,0.9698795180722888,0.9745099843563081,0.9632423247496356,1.0243204577968525,0.9560862865947615,0.9881889763779528,0.9761145606086029,1.0043365134431916,1.015170670037927
26,2016-10-25,1.0099960015993603,0.9401148482362588,1.0073955626624027,0.942133815551537,0.9848966613672495,1.0109667421623552,0.9643175739203528,0.9809926082365363,1.021818181818182,0.9973479204783876,1.025500910746812,1.0020387372013566,0.9699914015477216,1.0353760220189423,0.9798015591778882,1.0113421561582192,0.9689850958126331,0.9370000000000005,1.0127518110548774,1.031662269129288,0.9686244979919675,0.9737738106193062,0.9585679381489429,1.0236051502145922,0.9406779661016952,0.9852362204724409,0.9743804888963469,1.0043365134431916,1.015170670037927
27,2016-10-26,1.00249900039984,0.9376538146021326,1.008394963022187,0.9141048824593125,0.9737678855325913,1.004052926451305,0.9616413893371902,0.9725448785638858,1.0181818181818183,1.0057185482664577,1.030965391621129,1.0020387372013566,0.9603611349957009,1.0331903181413418,0.9749291282778173,1.019848770939584,0.9764371894960965,0.9280000000000005,1.0092785551255332,1.029903254177661,0.9655287817938416,0.9746940277905587,0.9600552422561137,1.0286123032904146,0.9090909090909093,0.9734251968503936,0.9720870392123955,1.0008673026886383,1.0126422250316058
28,2016-10-27,1.0031987205117954,0.9323215750615256,1.0063961623026185,0.9213381555153703,0.9658187599364069,1.004648945047085,0.9527207843626839,0.9640971488912353,1.019090909090909,1.0004972651500328,1.0327868852459012,1.0020387372013566,0.9622527944969906,1.0307617582773412,0.9663359319631468,1.0047258976201583,0.9751833451620534,0.8950000000000005,1.0150838543217224,1.041336851363237,0.9679551539491296,0.9737738106193063,0.9580367577333558,1.0357653791130184,0.9206471494607091,0.9655511811023622,0.9698495273256136,1.007805724197745,1.0101137800252846
29,2016-10-28,0.9987005197920832,0.9392945036915501,1.0063961623026185,0.912296564195298,0.9578696343402224,0.9997615925616875,0.9580731473473877,0.9577613516367475,1.0145454545454546,1.0063815691057842,1.0327868852459012,1.0061162085645508,0.9631986242476357,1.0345665020642754,0.9460489014883063,1.0018903609179028,0.9694109297374024,0.8970000000000006,1.0185571102510664,1.0369393139841694,0.9686244979919675,0.974786049507684,0.953787316169448,1.0321888412017166,0.9160246533127893,0.9616141732283464,0.9777926945236892,1.0086730268863833,1.017699115044248
30,2016-10-31,0.9926029588164734,0.9397046759639045,1.0073955626624027,0.9032549728752258,0.9387917329093798,0.9953510549529141,0.9491525423728814,0.963041182682154,1.0136363636363637,1.0048897736556848,1.031876138433515,0.9928644243545293,0.9613069647463459,1.033109366145875,0.9518958185683913,0.999054819541049,0.9743553347527798,0.8950000000000006,1.0144884390195492,1.0325417766051015,0.9598393574297185,0.974786049507684,0.9458196116964313,1.0286123032904146,0.9129429892141759,0.9537401574803149,0.9789673882642497,1.006071118820468,1.0101137800252846
31,2016-11-1,1.001299480207917,0.9257588187038553,1.010393763741755,0.915913200723327,0.9483306836248012,1.0059601859578016,0.9420160522116549,0.9683210137275605,1.0245454545454546,1.0067130785665241,1.031876138433515,1.0050968414836325,0.959415305245056,1.0317331822229414,0.949946846208363,1.0066162585380611,0.9751833451620534,0.8930000000000006,1.011015183090205,1.0360598065083557,0.9608433734939755,0.9746940277905588,0.9376394347050222,1.0007153075822601,0.9283513097072422,0.9635826771653544,0.9800861442076406,1.006071118820468,1.003792667509482
32,2016-11-2,0.9901039584166335,0.9392945036915501,1.008394963022187,0.923146473779385,0.9483306836248012,0.9938014066038858,0.8804638686151285,0.9651531151003166,1.0190909090909093,1.0062986912611376,1.0355191256830596,1.0081549457659085,0.9622527944969906,1.0250546425969398,0.9479978738483347,1.0066162585380611,0.9722971374497279,0.9060000000000007,1.0162250669842212,1.044854881266491,0.960676037483266,0.9777307444556919,0.9249973436313128,1.0035765379113015,0.9414483821263485,0.9685039370078742,0.9777926945236892,1.0086730268863833,1.0088495575221241
33,2016-11-3,0.9948020791683327,0.9425758818703852,1.007395562662403,0.9186256781193488,0.9411764705882352,0.9996423888425318,0.8795718112084885,0.9736008447729672,1.022727272727273,1.0035637338948789,1.032786885245901,1.0050968414836328,0.9622527944969906,1.0235165546830727,0.9568568391211908,1.003780717161207,0.9747811686775492,0.9130000000000006,1.0237669941450827,1.0395778364116097,0.9564089692101736,0.9831600257660811,0.9280781889852445,1.00071530758226,0.9360554699537754,0.9635826771653545,0.9749398668680422,1.0078057241977447,1.0088495575221241
34,2016-11-4,0.9907037185125951,0.9397046759639045,1.0123925644613236,0.9240506329113922,0.9499205087440381,0.9952318512337583,0.8697591426457207,0.983104540654699,1.0172727272727276,1.002734959284106,1.0318761384335149,1.0061162085645512,0.9661220980223559,1.029547478345341,0.9621722182849044,0.9650283557409907,0.9788975632836527,0.9090000000000006,1.0249082068075814,1.0378188214599826,0.9554886211512713,0.9847243949572103,0.9243599278369236,1.002861230329041,0.9414483821263486,0.9744094488188978,0.9675560776416621,1.006071118820468,1.003792667509482
35,2016-11-7,0.9902039184326271,0.9392945036915502,1.0113931641015397,0.9330922242314645,0.9554848966613672,0.9946358326379783,0.8751115056304247,0.9862724392819429,1.0172727272727276,1.004060999044912,1.0336976320582871,1.009174312846827,0.9757523645743765,1.0288189103861407,0.960843373493976,0.9659735361999421,0.9788975632836527,0.9130000000000005,1.0243624094472559,1.0167106420404575,0.9595883534136542,0.9810435262722006,0.9215977903801864,1.008583690987124,0.949922958397535,0.9753937007874016,0.9641438720143196,1.006071118820468,1.0025284450063214
36,2016-11-8,0.9942023190723711,0.9450369155045115,1.0093943633819715,0.9303797468354428,0.953100158982512,0.9992847776850637,0.8858162315998326,0.9873284054910242,1.0245454545454549,1.0061329355718442,1.0364298724954455,1.0030581042822755,0.9738607050730868,1.0271593944790738,0.9634124734231042,0.9612476385797838,0.9830376153300213,0.9190000000000005,1.0255036221097549,1.023746701846966,0.9595046854082995,0.9815036348578269,0.9298842027503977,1.0100143061516447,0.9453004622496152,0.9773622047244094,0.9675560776416621,1.006071118820468,1.001264222503161
37,2016-11-9,0.9852059176329468,0.9450369155045115,1.0083949630221873,0.942133815551537,0.9562798092209857,0.9899868875908928,0.8786797476202274,0.9957761351636747,1.013636363636364,1.0052212831164247,1.026411657559198,0.9999999999999998,0.9670679277730008,1.0301546183113415,0.9667788802267896,0.9574669214185771,0.9900638750887153,0.9160000000000005,1.026099037411928,1.0202286719437117,0.9627677376171349,0.9823318303119539,0.9324338676887424,1.008583690987124,0.9545454545454549,0.9822834645669289,0.9596129104435863,1.0095403295750214,0.9860935524652342
38,2016-11-10,0.9963014794082368,0.9405250205086133,1.0093943633819715,0.942133815551537,0.9642289348171701,1.0015496483490285,0.8795718112084887,0.989440337909187,1.0236363636363637,1.0163268701886008,1.010018214936247,0.9969418957177238,0.9718830610490111,1.0304784262932083,0.9654500354358614,0.9593572776618812,0.9913177194227583,0.9240000000000005,1.031308921305944,1.0228671943711525,0.9748159303882192,0.9784669181926938,0.9334962285199164,1.014306151645207,0.9568567026194147,0.9852362204724407,0.9607316663869773,1.0182133564614047,0.981036662452592
39,2016-11-11,1.0039984006397442,0.9577522559474976,1.0033979612232666,0.9511754068716094,0.9610492845786963,1.0085826677792347,0.8849241741931926,0.993664202745512,1.0200000000000002,1.0064644469504311,1.0227686703096535,0.9969418957177238,0.9709372312983661,1.0288593863838744,0.9706768249468464,0.9593572776618812,0.9846936361485686,0.9240000000000005,1.0249082068075814,1.0272647317502202,0.9733099062918337,0.97506211465906,0.9375331993262198,1.012160228898426,0.9637904468412943,0.9842519685039369,0.9658779437265754,1.0190806591500432,0.9823008849557526
40,2016-11-14,1.0067972810875652,0.9548810500410169,1.000399760143914,0.9547920433996383,0.9682034976152623,1.0103707235665753,0.8831400531982913,0.993664202745512,1.0200000000000002,1.0090336486273965,1.0091074681238612,0.9999999999999999,0.9651762682717109,1.0239213146604065,0.9696137491141038,0.9555765605006745,0.9913177194227584,0.9290000000000004,1.0307135060037709,1.0263852242744067,0.9668674698795178,0.968252507591792,0.9399766288857624,1.0035765379113015,0.9684129429892142,0.9881889763779527,0.9727023549812602,1.0138768430182132,0.9936788874841976
41,2016-11-15,1.0131947221111557,0.9438063986874485,1.0013991605036983,0.950271247739602,0.9705882352941176,1.0166885206818452,0.8751115056304248,0.996832101372756,1.0236363636363637,1.014917952583148,1.0091074681238612,1.0132517842100213,0.9555460017196902,1.0299117623249414,0.9730687455705176,0.9621928190387353,0.9900638750887153,0.9380000000000003,1.0168204822863947,1.0219876868953388,0.9662817938420346,0.9679764424404164,0.9397641563673701,1.0100143061516447,0.9699537750385209,0.9881889763779527,0.9669966996699664,1.0121422376409366,0.9873577749683948
42,2016-11-16,1.0162934826069572,0.9442165709598028,1.0043973615830506,0.9638336347197106,0.9753577106518282,1.0197878173799024,0.8777876902135874,1.0021119324181627,1.0263636363636366,1.0169070112654335,1.012750455373406,1.0122324171291028,0.9507308684436798,1.0200356188780053,0.97723245924876,0.9650283557409909,0.9809794180269695,0.9340000000000004,1.012156395752704,1.023746701846966,0.9673694779116463,0.9729456151651792,0.9450759587624521,1.010729613733905,0.9753466872110941,0.9911417322834645,0.966437321698271,1.0130095403295747,0.989886219974716
43,2016-11-17,1.0073970411835267,0.9421657095980309,1.0013991605036983,0.9710669077757684,0.978537360890302,1.0110859458815116,0.8742194420421635,1.0084477296726504,1.0272727272727273,1.0167412574939871,1.0209471766848812,1.0030581042822755,0.9401547721410144,1.0153808791386707,0.9759922041105601,0.9565217409596259,0.9764371894960965,0.9410000000000003,1.0115609804505308,1.0246262093227794,0.960759705488621,0.9753381798104356,0.944013597931278,1.0085836909871237,0.9768875192604007,0.9921259842519684,0.9368462269955805,1.0078057241977447,0.946902654867257
44,2016-11-18,0.9996001599360256,0.9368334700574238,1.000399760143914,0.9683544303797466,0.9761526232114466,1.0056025748003339,0.869759142645721,1.0116156282998943,1.0254545454545456,1.0062986912611374,1.019125683060109,1.009174312846827,0.942992261392949,1.016352303084271,0.9799787384833455,0.9593572776618812,0.9722971374497278,0.9370000000000004,1.0168204822863947,1.0158311345646438,0.952309236947791,0.9707370939541734,0.9503877611575339,1.0078683834048634,0.9707241910631743,0.9911417322834644,0.9447893941936562,1.0017346053772764,0.9494310998735781
45,2016-11-21,0.9975009996001599,0.9253486464315009,0.9764141515090949,0.97377938517179,0.984101748807631,1.0047681487662417,0.8652988370676571,1.0200633579725447,1.0290909090909093,0.9791148694521472,1.0218579234972673,1.009174312846827,0.942992261392949,1.026835586497207,0.9806874557051738,0.9584120972029301,0.9623846699787082,0.9300000000000004,1.0150838543217224,1.0193491644678978,0.9451974564926369,0.9757062666789365,0.9541060240666427,1.0107296137339048,0.9714946070878276,1.0049212598425195,0.9311405716842865,0.9852558542931479,0.9393173198482937
46,2016-11-22,1.0066973210715713,0.9093519278096799,0.9804117529482315,0.9629294755877031,0.9864864864864864,1.015138872332817,0.8661909006559184,1.007391763463569,1.0363636363636366,0.9904690881404166,0.997267759562841,1.0010193701204386,0.942992261392949,1.0227070347284057,0.9754606661941887,0.9555765605006745,0.9685829193281286,0.9330000000000004,1.0132976084152028,1.0219876868953381,0.9385876840696115,0.9793871353639461,0.9537873161694481,1.0107296137339048,0.9591679506933748,1.0059055118110234,0.9294624377692,0.9609713790112746,0.9418457648546148
47,2016-11-23,1.0012994802079167,0.8859721082854798,0.9754147511493109,0.97377938517179,0.9793322734499202,1.0082250566217668,0.8661909006559184,1.013727560718057,1.033636363636364,0.9822642141237927,1.0091074681238612,0.9918450572736112,0.9516766981943248,1.0239617906581395,0.9772324592487598,0.9536861995827718,0.9776673763898746,0.9290000000000004,0.9773742185174159,1.0237467018469653,0.943440428380187,0.982055765160578,0.954318496585035,1.0128755364806858,0.9630200308166412,1.0029527559055114,0.9357274710521893,0.9609713790112746,0.9532237673830598
48,2016-11-24,0.9881047580967611,0.8958162428219851,0.976414151509095,0.9828209764918623,0.9896661367249602,0.9945166289188225,0.870651200052361,1.004223864836325,1.0354545454545458,0.984667662029312,1.010018214936247,0.9826707444267839,0.9555460017196901,0.9999999999999999,0.9735116938341603,0.9565217409596258,0.973527324343506,0.9310000000000004,0.9837253150739307,1.0219876868953381,0.9511378848728242,0.9815036348578267,0.9562307439682025,1.0228898426323312,0.9714946070878276,1.009842519685039,0.9374056049672757,0.9557675628794446,0.9506953223767386
49,2016-11-25,0.990403838464614,0.8904840032813779,0.9814111533080156,0.9882459312839058,0.980127186009539,0.9986887590892837,0.8804638686151287,1.0168954593453008,1.0427272727272732,0.9883142718509905,1.009107468123861,0.9704383303372014,0.9526225279449697,1.0114951833562695,0.9789156626506025,0.9565217409596258,0.9822096049207475,0.9410000000000002,0.9773742185174159,1.024626209322779,0.9483768406961173,0.9838961995030829,0.9486879845319706,1.0228898426323312,0.9768875192604011,1.007874015748031,0.9379649829389711,0.9549002601908062,0.9481668773704175
50,2016-11-28,0.9857057177129147,0.8880229696472517,0.9814111533080156,0.9963833634719711,0.9936406995230525,0.9961854809870069,0.8804638686151287,1.02428722280887,1.0409090909090915,0.9877341288563106,1.0100182149362469,0.9765545358622323,0.9526225279449697,1.0058285436736012,0.9844082211197732,0.9659735361999421,0.9888336881949374,0.9420000000000002,0.9715689193212266,1.024626209322779,0.9560742971887545,0.9834360909174568,0.9532561357538611,1.0171673819742482,0.9738058551617879,1.02263779527559,0.9470828438776074,0.9705117085862962,0.9557522123893808
51,2016-11-29,0.9793082766893242,0.8990976210008204,0.9814111533080156,0.9972875226039782,1.0031796502384738,0.9911789247824533,0.8697591426457209,1.0285110876451953,1.0472727272727276,0.9860765796347648,1.0127504553734055,0.9847094816281412,0.95743766122098,1.0065571116328014,0.9875974486180014,0.9754253314402582,0.9913177194227586,0.9400000000000002,0.9808474744467599,1.0307827616534737,0.9639390896921011,0.9855525904113374,0.9479443315979913,1.0207439198855501,0.9784283513097077,1.0255905511811019,0.9385802987078361,0.9835212489158712,0.9557522123893808
